category_name,chinese_name,description
pyrus_calleryana,豆梨,"形态特征
树高与树形：树高可达5-15米不等，依品种和生长环境而异。树形多样，包括圆锥形、圆柱形、卵圆形等。
叶片：叶片宽卵形至卵形，稀长椭卵形，长4-8厘米，宽3.5-6厘米，先端渐尖，基部圆形至宽楔形，边缘有钝锯齿。柳叶豆梨的叶片呈卵状披针形或长圆披针形，具浅钝锯齿或全缘。
花序与花：伞形总状花序，具花6-12朵，直径4-6毫米，花色纯白，花瓣卵形，长约13毫米，宽约10毫米。
果实：梨果球形，直径约1厘米，黑褐色，有斑点，萼片脱落，2 (3) 室，有细长果梗。不同品种的果实颜色可能有所不同，如棕色等。
观赏价值
春季观花：春季满树白花，花开浓密，色彩明亮，观赏性强。
秋季观叶：立秋后叶子五彩缤纷，有鲜红色、橘色、蓝紫色等，观赏期长且颜色持久。
果实与树形：梨果球形且具有一定的观赏价值；树形多样，能满足多种绿化需求。
应用价值
园林绿化：因其观赏价值高且适应性强，被广泛应用于城市园林绿化中。
生态修复：在低沙低洼、盐碱土等环境恶劣的地区可用作生态修复树种。"
quercus_acutissima,麻栎,"形态特征
落叶乔木，高达30米，胸径达1米，树皮深灰褐色，深纵裂。
幼枝被灰黄色柔毛，后渐脱落，老时灰黄色，具淡黄色皮孔。
叶片形态多样，通常为披针形或椭圆状披针形，顶端渐尖或长渐尖，基部圆形或宽楔形，叶缘有刺芒状锯齿，叶片两面同色，深绿色，无毛或仅背面脉腋有微柔毛。
生长习性
喜光，深根性，对土壤条件要求不严，耐干旱、瘠薄，亦耐水湿，喜钙质土。
适应性强，耐火，萌芽力强，深根性，生长速度中等偏慢，寿命长。"
quercus_alba,壳斗科,"形态特征
常绿或落叶乔木，稀灌木。
单叶，互生，极少轮生（如Trigonobalanus属的一个种），全缘或齿裂，或不规则的羽状裂（如落叶栎类多数种）。
托叶早落。
花单性同株，稀异株，或同序（如Lithocarpus属的多数种），风媒或虫媒。
花被一轮，4-6(-8)片，基部合生，干膜质。
雄花有雄蕊4-12枚，花丝纤细。
雌花1-3-5朵聚生，子房下位，花柱与子房室同数。
坚果有棱角或浑圆，由总苞（involucre）发育而成的壳斗（cupula）脆壳质，木质，角质，或木栓质，包着坚果底部至全包坚果，开裂或不开裂。
经济价值
常为山地常绿阔叶或针叶阔叶混交林的主要上层树种。
是山地水源林的重要成分，也是秦岭南坡以南各地的主要用材树种。
叶和木材含黄酮类化合物，其提取物经水解得到栎酮（quercetin）、杨梅酮（myricetin）等化合物，有些种类尚含栎素（quercitrin）、柚皮苷（naringenin）等。"
quercus_bicolor,双色栎,"形态特征
类似白栎木，但具有特定的生长习性和形态特征。
叶子长期是宽广的卵形体，长12-18厘米，宽7-11厘米，总更或较不绿灰色在下面，并且是浅地有裂片与五到七耳垂在每边。
果子是橡子，长1.5-2厘米（很少2.5厘米），宽1-2厘米，成熟大约6个月在授粉以后。
经济价值
是重要的木材生产树种之一。
近年来，二色栎成为了一棵普遍的使环境美化的树，部分由于它的相对舒适移植。"
quercus_cerris,土耳其栎,"形态特征
大型落叶乔木，高度可达25-40米，直径可达2米。
树皮深灰色有深深的沟痕，成熟的底部树皮发黄。
叶子光滑，长达7-14厘米，宽3-5厘米，每侧有6-12个叶裂，不一定很对称。
花为风媒葇荑花序，橡子长达2.5-4厘米，宽约2厘米，底部黄色渐变为顶部棕绿色，覆盖有4-8毫米的绒毛。
经济价值
橡子是松鶏、鸽子和松鼠的食物。"
quercus_coccinea,赤栎,"形态特征
落叶乔木，具有栎属植物的典型特征。
生长环境
广泛分布于适宜的气候和土壤条件下。
经济价值
作为壳斗科的一员，赤栎同样具有木材生产、生态造林等多方面的经济价值。"
quercus_imbricaria,卵石栎,"形态特征
由于卵石栎的具体形态特征信息较为有限，以下基于一般栎属植物的特性进行推测：
卵石栎可能是一种乔木或灌木，具体高度和胸径因生长环境和年龄而异。
叶片可能呈革质或厚纸质，形状可能为倒卵形、倒卵状椭圆形或长椭圆形，具有较明显的叶脉结构。
果实通常为坚果，外壳坚硬，内含种子，可用于繁殖。
生长环境
卵石栎可能适应多种土壤类型和气候条件，但具体偏好需进一步研究。
它可能生长在山地、丘陵或平原地区，具体分布范围取决于其生态适应性和人类活动的影响。
生态价值
卵石栎作为壳斗科的一员，对维持生态平衡和生物多样性具有重要意义。
它的叶片和果实可能为其他生物提供食物来源和栖息地。
在森林生态系统中，卵石栎可能与其他植物和动物形成复杂的生态关系。
经济价值
卵石栎的木材可能具有特定的物理和化学性质，适用于建筑、家具、农具等领域。
其果实和种子可能具有食用或药用价值，但需进一步研究和开发。
"
quercus_macrocarpa,大果树,"大果栎（Quercus macrocarpa）是一种壳斗科栎属栎亚属栎组（又名白栎组）的植物。
大果栎是一种体型很大的落叶植物，一般可达30公尺高，最高甚至可逹37公尺，直径可达三公尺。
大果栎是一种生长比较缓慢的栎树，在树还是年轻时，一年的生长速度只有30厘米。一棵树龄有20年的大果栎，可有六公尺高。
大果栎可存活至200到300多岁，甚至可能会更长。树皮的颜色为中灰色，而且并不平滑。"
quercus_marilandica,马里兰得栎,"分布
原产于特定地区，具体分布可能因气候和土壤条件而异。
用途
常用于木材加工、园林观赏等。"
quercus_michauxii,密歇根栎,"壳斗科，为重要林木之一，产木材、炭、染料、栓皮和饲养柞蚕等。
落叶或常绿乔木或灌木；叶具短柄。
有锯齿或分裂，稀全缘；花单性同株或异株；雄花排成纤弱的葇荑花序；花被4－7裂；雄蕊4－6，稀更多；雌花少数而不明显，单生或数朵排成穗状花序，包藏于覆瓦状鳞片的腋内；花被6裂；子房3－5室，每室有胚珠2颗；果为具一种子的坚果，多少为木质、鳞片状的总苞（即壳斗）所包围；鳞片刺状或连结成若干个同心的环带。"
quercus_montana,山栎,"壳斗科，为重要林木之一，产木材、炭、染料、栓皮和饲养柞蚕等。落叶或常绿乔木或灌木；叶具短柄。
有锯齿或分裂，稀全缘；花单性同株或异株；雄花排成纤弱的葇荑花序；花被4－7裂；雄蕊4－6，稀更多；雌花少数而不明显，单生或数朵排成穗状花序，包藏于覆瓦状鳞片的腋内；花被6裂；子房3－5室，每室有胚珠2颗；果为具一种子的坚果，多少为木质、鳞片状的总苞（即壳斗）所包围；鳞片刺状或连结成若干个同心的环带。"
quercus_muehlenbergii,黄坚果栎,"特征
黄坚果栎是壳斗科栎属的落叶乔木，具有特定的形态学特征。
用途
黄坚果栎的木材可能用于家具制作、建筑等领域，同时其果实也可能具有食用或药用价值。"
quercus_nigra,黑栎,"特征
黑栎是栎属的一种，以其深色的树皮和木材而著称。
用途
黑栎的木材坚硬且耐腐蚀，常用于制作家具、地板等。"
quercus_palustris,沼泽栎,"特征
沼生栎是壳斗科栎属的落叶乔木，树皮暗灰褐色，略平滑；叶片卵形或椭圆形，顶端渐尖；花期4-5月，果期翌年9月。
用途
沼生栎耐干燥、耐高温、喜光照、抗霜冻、抗风、抗空气污染，是优良的造林及观赏树种。其坚果含淀粉、单宁、油脂和蛋白质等成分，具有一定的经济价值。"
quercus_phellos,柳叶栎,"壳斗科，为重要林木之一，产木材、炭、染料、栓皮和饲养柞蚕等。
落叶或常绿乔木或灌木；叶具短柄。
有锯齿或分裂，稀全缘；花单性同株或异株；雄花排成纤弱的葇荑花序；花被4－7裂；雄蕊4－6，稀更多；雌花少数而不明显，单生或数朵排成穗状花序，包藏于覆瓦状鳞片的腋内；花被6裂；子房3－5室，每室有胚珠2颗；果为具一种子的坚果，多少为木质、鳞片状的总苞（即壳斗）所包围；鳞片刺状或连结成若干个同心的环带。"
quercus_robur,夏栎,"特征
夏栎是欧洲常见的栎树种类，具有高大的树冠和坚硬的木材。
用途
夏栎的木材是制作家具、地板和酒桶的优良材料。同时，其树形优美，也是园林观赏的佳品。"
quercus_shumardii,舒马栎,"基本信息
舒马栎是植物界被子植物门木兰纲蔷薇亚纲蔷薇超目壳斗目壳斗科栎属植物。
特征
无具体形态特征描述，但一般栎属植物具有坚硬的木材和独特的叶形。
用途
栎属木材常用于家具制作、建筑等领域。"
quercus_stellata,星毛栎,"基本信息
星毛栎是橡树的一种，主要分布于北美洲的美国。
特征
小树，通常10-15米高，树干直径30-60厘米，有时可达30米高，直径140厘米。叶革质，绒毛覆盖，下方密集短毛茸茸。叶形独特，与三个垂直终端像马耳他十字状。
用途
木材坚硬、坚韧和耐腐烂，常用于栅栏等木材制品。"
quercus_velutina,美国绒毛栎,"基本信息
美国绒毛栎是植物界被子植物门木兰纲蔷薇亚纲蔷薇超目壳斗目壳斗科栎属植物。
特征
未提供具体形态特征描述，但可能具有栎属植物的共同特点。
用途
栎属木材的通用用途，如家具制作、建筑等。"
quercus_virginiana,弗吉尼亚栎,"基本信息
弗吉尼亚栎是壳斗科栎属的常绿乔木。
特征
单叶互生，椭圆倒卵形，叶形多变，全缘或边缘具不规则刺状，略外卷；叶表面有光泽，新叶黄绿渐转略带红色，老叶暗红；树冠拱形，树形优美；根系发达，萌生性强。
用途
因其优良的适应性和低管护等优点，在长三角沿海地区有较大的生长优势，是盐碱地阔叶常绿树种。同时，其木材也可用于建筑、家具等领域。"
robinia_pseudo-acacia,刺槐,"基本信息
刺槐也被称为洋槐，是豆科刺槐属落叶乔木。
特征
树皮灰褐色，深纵裂；枝上有刺；叶为羽状复叶，呈椭圆形或卵形；花芳香，花柱钻形；荚果线状长圆形，褐色或具红褐色斑纹。
用途
材质硬重，抗腐耐磨，可供枕木、车辆等用材；生长快，萌芽力强，既是速生薪炭林树种，又是优良的蜜源植物。此外，对二氧化硫、氯气、光化学烟雾等的抗性都较强。"
salix_babylonica,垂丝柳,"基本信息
垂丝柳是柽柳科柽柳属植物，也被称为西河柳、三春柳、赤柽柳。
特征
植株高大，枝条纤细，柔弱倒垂；叶很小，呈蓝绿色，作鳞片状；夏日抽生穗状的总状花序，开紫红色小花。
用途
具有疏风清热、发表透疹、清凉解毒的功效，主要适用于小儿麻疹、水痘、感冒发热等疾病。"
salix_caroliniana,卡罗莱纳柳,"特征特性：
多年生树种，性成熟较早，通常在3龄时达到性成熟。
叶片狭长，叶两面鲜绿色，无毛无粉。
开花期在4月中旬，落叶期在10月中旬。
生长习性：
强度耐旱、耐寒，适应寒带气候。
主要用途：
生态造林。
作为育种亲本。"
salix_matsudana,旱柳,"特征特性：
乔木植物，植株较高，大枝斜上，树冠广圆形。
树皮暗灰黑色，有裂沟；枝细长，直立或斜展，无毛。
叶披针形，先端长渐尖；花序与叶同时开放，雄花序圆柱形，雌花序较雄花序短。
生长习性：
喜光，耐寒，湿地、旱地皆能生长，适宜在湿润而排水良好的土壤生长。
主要用途：
常用作庭荫树、行道树，亦用作公路树、防护林及沙荒造林。
木材坚韧、花纹秀丽，宜制作家具或用于雕刻。"
salix_nigra,北美黑柳,"特征与应用：
具有观赏价值。
木材、内皮和芽可食用。
皮和叶有药用价值，但需注意其含水杨苷，过量摄入可能引起中毒。"
sassafras_albidum,白檫木,"特征特性：
乔木，高至35米，树皮具沟纹。
小枝浅绿色，具深橄榄色斑纹。
叶片卵形到椭圆形，互生，不裂或2-3浅裂。
花序5厘米，丝状短柔毛；花苞片1厘米；花被黄绿色。
生长环境：
属亚热带气候植物，几乎所有土壤类型上都可以生长，但在潮湿、排水良好、沙壤土上的开阔树林中生长较好。
主要用途：
为各种商业和家庭用途提供木材和树皮。
叶子用于浓汤。
木材用于制桶、水桶、柱子和家具。"
staphylea_trifolia,美国省沽油,"特征与应用：
种子油可制肥皂及油漆。
茎皮可作纤维。
生长发育与光照有密切关系，是阳性偏耐阴性树种。"
stewartia_pseudocamellia,夏椿,"特征与应用：
椿树在我国广泛分布，是阳性树种，常见于向阳山坡或灌丛中。
木材坚硬耐用，是优质的桥梁和家具用材。
茎皮纤维可用于制造人造棉和绳索。
含有多种药用成分，但臭椿含有小量毒素，需慎用。"
styrax_japonica,野茉莉,"形态特征：
叶互生，纸质或近革质，椭圆形或卵状椭圆形。
总状花序顶生，花白色，花冠裂片卵形、倒卵形或椭圆形。
果卵形，顶端具短尖头；种子褐色，有深皱纹。
生长环境：
分布于中国黄河流域以南各省，朝鲜和日本也有分布。
喜生于酸性、疏松肥沃、土层较深厚的土壤中。
主要价值：
药用：可用于治疗风火牙痛、喉痛及风湿痹痛等。
观赏：花美丽、芳香，可作庭园观赏植物。
经济：种子油可作肥皂或机器润滑油，油粕可作肥料；木材可作器具、雕刻等细工用材。"
taxodium_distichum,落羽杉,"形态特征：
树干尖削度大，基部通常膨大，具膝状呼吸根。
叶线形，在小枝上排列呈羽毛状。
球果具短柄，熟时淡褐黄色，被白粉。
生长环境：
原产北美东南部，中国广州、杭州、南京及武汉等地有引种栽培。
喜温暖、湿润和阳光充足的环境，耐寒，宜土层深厚、肥沃的酸性壤土中生长。
主要价值：
观赏：树形优美，羽毛状的叶丛秀丽，入秋后树叶变为铜锈色，是良好的秋色观叶树种。
经济：木材重，纹理直，结构较粗，硬度适中，耐腐力强，可作建筑、电杆、家具、造船等用。"
tilia_americana,美洲椴,"形态特征：
树冠呈半圆形，枝叶浓密舒展。
树皮为灰色至浅棕色，叶互生，卵形至心形。
生长环境：
原产于北美，现中国多地有引种栽培。
耐干旱耐水湿，对土壤的干湿、酸碱都不敏感。
主要价值：
经济：叶子可作为牲畜饲料，也是优质的蜜源植物，树皮可用来做绳子，木质轻软，易于雕刻。
观赏：是优秀的园林绿化树种，观赏性极佳。"
tilia_cordata,心叶椴,"形态特征：
叶近圆形，长2-8厘米，基部心形。
花淡黄色，有5片花瓣，芳香。
果近球形，径4-8厘米，木质，灰绿色。
生长环境：
原产自英国西部石灰石悬崖和潮湿的林地中，中国多地有引种栽培。
较耐阴，喜光，耐寒，抗烟尘。
主要价值：
观赏：干形通直，是珍贵的绿化用材树种。
经济：树皮可作纤维，果实能作咖啡代用品。"
tilia_europaea,欧洲椴,"形态特征
落叶乔木，树形优美，茎皮富含纤维。
小叶5-7-9（-13），叶片卵形披针形。
雄蕊柔荑花序，有花序梗，苞片有鳞片；花药多毛。
果实棕色，外壳粗糙；坚果浅棕色。
主要价值
木材可用于制造工具、家具手柄、镶板、销钉、梯子、棒材、板条箱、托盘和地板。
也适合用作木炭和薪柴。
深侧根使其成为流域保护的宝贵物种。"
tilia_tomentosa,银毛椴,"形态特征
落叶乔木，植株高度可达20-35米，树干直径可达2米。
叶互生，圆形至三角卵形，叶面绿色，叶背白色，密生白色绵毛。
花淡黄色，两性花，聚伞花序，每个花序约有3-10朵花。
果实为核果，长约0.8-1厘米，外表覆有绒毛。
主要价值
树体高大雄伟，树形优美，适合做行道树、庭荫树等。
具有强抗逆性，能适应不同类型的土壤，耐移栽，成活率高，生长速度快。
是最具空气净化能力的树种之一，可以保持周边空气湿润，减弱噪音，吸附空气中的小颗粒。"
tsuga_canadensis,加拿大铁杉,"形态特征
常绿乔木，高20-30米，胸围3-4米。
树冠圆头状，老树树皮棕褐色，鳞片状开裂。
叶梳状排列，小枝上面的叶较短，下面有2条明显的白色气孔带。
主要价值
轻质木材被当作粗木使用，广泛用于家具制造和建筑行业。
树皮是鞣制皮革的好材料。
稍矮的种源枝条下垂、叶色淡黄，具有较强的耐荫性，是城市绿化的优良观赏树种。"
ulmus_americana,美国榆,"形态特征
落叶乔木，高达40米；树皮灰色，不规则纵裂。
小枝幼时有细毛或几无毛；冬芽卵圆形。
叶卵形或卵状椭圆形，长4-15厘米。
主要价值
可用作行道树。
木材可用于装饰装修。"
ulmus_glabra,光叶榆,"形态特征
乔木，高达40米；树皮灰色，平滑。
分枝展开到下垂，小枝缺乏木栓质翅；嫩枝灰色到红棕色。
叶片椭圆形到倒卵形，背面浅绿色，正面深绿色。
主要价值
木材坚固、耐用且防水，可用于制造船只、船只部件、家具、木制水管、地板。
也用于观赏绿化。"
ulmus_parvifolia,榔榆,"形态特征
落叶乔木，高达25米，胸径可达1米。
树皮灰色或灰褐，裂成不规则鳞状薄片剥落，露出红褐色内皮。
叶质地厚，披针状卵形或窄椭圆形，边缘有钝而整齐的单锯齿。
花秋季开放，成簇状聚伞花序，翅果椭圆形或卵状椭圆形。
生长习性
喜光，喜温暖、湿润气候，耐干旱，在酸性、中性及碱性土上均能生长，但以气候温暖，土壤肥沃、排水良好的中性土壤为最适宜的生境。
对有毒气体烟尘抗性较强。
主要价值
材质坚韧，纹理直，耐水湿，可供制家具、车辆、船、器具、农具等用。
树皮纤维纯细，杂质少，可作蜡纸及人造棉原料，或织麻袋、编绳索。
还可作药用，其提取物有抗脂质过氧化作用。"
ulmus_procera,英国榆,"形态特征
株高20~45米，树干直立生长。
叶片长5~8厘米，叶缘齿状，呈深绿色，在秋季叶片会变成明亮的黄色。
果实呈灰绿色。
生长习性
喜光，喜温暖湿润气候，耐干旱瘠薄。
主要价值
可用做行道树，适宜大中型景观造景。
木材可用于制家具、细木工制品、木材器皿、制造座椅、棺材、居室地板等。"
ulmus_pumila,榆,"形态特征
落叶乔木，高达25米，胸径1米。
幼树树皮平滑，灰褐色或浅灰色，大树之皮暗灰色，不规则深纵裂，粗糙。
叶椭圆状卵形等，叶面平滑无毛，叶背幼时有短柔毛，后变无毛或部分脉腋有簇生毛。
生长习性
喜光，耐旱，耐寒，耐瘠薄，不择土壤，适应性很强。
根系发达，抗风力、保土力强。
主要价值
木材可用于多种用途，如家具、建筑等。
具有抗污染性，可作绿化树种。"
ulmus_rubra,北美红榆,"特征简述
北美红榆是北美地区的一种榆树，因其木材颜色偏红而得名。
具体形态特征、生长习性和分布范围可能因品种和生长环境而异。
主要价值
木材通常具有优良的物理和机械性能，广泛用于家具、建筑和木制品等领域。"
zelkova_serrata,榉树,"形态特征
高度与胸径：榉树株高达30米，胸径可达1米，树形优美。
树皮：树皮灰白色或褐灰色，呈不规则的片状剥落。
枝条：当年生枝紫褐色或棕褐色，覆盖稀疏短柔毛，后渐脱落。
叶片：叶呈卵形、椭圆形或卵状披针形，先端渐尖或尾尖，基部稍偏斜，秋叶呈多种颜色。叶片大小形状变异很大，长2～9厘米，宽1～4厘米。
花朵与果实：雄花梗极短，雌花近乎无梗；核果呈斜卵状圆锥形，上面较偏斜，直径约4毫米，具背腹脊，网肋明显，无毛，具宿存的花被。花期4月，果期10月。
生态习性
光照与气候：榉树性喜光，喜温暖气候。
土壤：喜肥沃湿润土壤，在微酸性、中性、石灰质土及轻盐碱土上均能生长，但要求排水顺畅，不耐干旱且忌积水。
生长环境：多生于河谷和溪边疏林中，海拔500-1900米。在华东地区常有栽培，在湿润肥沃土壤长势良好。
主要价值
观赏价值：榉树作为形色兼美的景观树种，在公园、风景区、小区绿化等地应用广泛，能够与其他植物搭配成多种景观。
经济价值：榉树木材是高档家具及装饰主要用材，明清江南地区民间流传着“无榉不成俱”的说法。其木材致密坚硬、纹理美观，不易伸缩变形、耐腐力强，可供家具、桥梁、车辆、造船和各类工艺品用材。
文化寓意：“榉”谐音“举”，且“硬石种榉”与“应试中举”谐音，故木石奇缘又含祥瑞征兆，是对美好生活的一种寄托与向往。同时，榉树生长健壮，寿命长，还有福泽、长寿的寓意。"
